imdb,test,clean_test,binary,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,period_code,decade_code,imdb_id,error_movies,plot,rated,response,language,title,country,writer,metascore,imdbrating,director,released,actors,year,genre,awards,runtime,type,poster,imdbvotes,imdbid,error_imdb,imdb_rating
tt0305357,ok,ok,PASS,120000000,100814328.0,227200000.0,2003PASS,151930435,127639706.0,287654957.0,3.0,2.0,305357,,,,,,,,,,,,,,,,,,,,,,,
tt0159365,ok,ok,PASS,80000000,95632614.0,161632614.0,2003PASS,101286957,121079205.0,204640944.0,3.0,2.0,159365,,,,,,,,,,,,,,,,,,,,,,,
tt0306685,notalk,notalk,FAIL,25000000,34657731.0,56434942.0,2003FAIL,31652174,43879701.0,71451544.0,3.0,2.0,306685,,,,,,,,,,,,,,,,,,,,,,,
tt0317303,ok,ok,PASS,60000000,104148781.0,164285587.0,2003PASS,75965217,131861413.0,207999839.0,3.0,2.0,317303,,,,,,,,,,,,,,,,,,,,,,,
tt0287978,nowomen-disagree,nowomen,FAIL,80000000,102543518.0,182782518.0,2003FAIL,101286957,129829011.0,231418562.0,3.0,2.0,287978,,,,,,,,,,,,,,,,,,,,,,,
tt0282209,notalk,notalk,FAIL,7000000,32539681.0,32539681.0,2003FAIL,8862609,41198066.0,41198066.0,3.0,2.0,282209,,,,,,,,,,,,,,,,,,,,,,,
tt0285531,nowomen,nowomen,FAIL,68000000,33685268.0,75685268.0,2003FAIL,86093913,42648478.0,95824131.0,3.0,2.0,285531,,,,,,,,,,,,,,,,,,,,,,,
tt0309593,ok,ok,PASS,26000000,46896664.0,90396664.0,2003PASS,32918261,59375255.0,114450037.0,3.0,2.0,309593,,,,,,,,,,,,,,,,,,,,,,,
tt0266543,notalk-disagree,notalk,FAIL,94000000,380529370.0,906465556.0,2003FAIL,119012174,481783272.0,1147664217.0,3.0,2.0,266543,,,,,,,,,,,,,,,,,,,,,,,
tt0322330,ok,ok,PASS,26000000,110222438.0,160822438.0,2003PASS,32918261,139551191.0,203615191.0,3.0,2.0,322330,,,,,,,,,,,,,,,,,,,,,,,
tt0335119,ok,ok,PASS,12000000,11634362.0,43281552.0,2003PASS,15193043,14730114.0,54798208.0,3.0,2.0,335119,,,,,,,,,,,,,,,,,,,,,,,
tt0301357,ok-disagree,ok,PASS,6400000,4063859.0,79384539.0,2003PASS,8102957,5145199.0,100507729.0,3.0,2.0,301357,,,,,,,,,,,,,,,,,,,,,,,
tt0311289,men-disagree,men,FAIL,20000000,67383924.0,72383924.0,2003FAIL,25321739,85313907.0,91644342.0,3.0,2.0,311289,,,,,,,,,,,,,,,,,,,,,,,
tt0329717,notalk,notalk,FAIL,75000000,30207785.0,51107785.0,2003FAIL,94956522,38245683.0,64706900.0,3.0,2.0,329717,,,,,,,,,,,,,,,,,,,,,,,
tt0315983,ok,ok,PASS,16500000,13005485.0,16157923.0,2003PASS,20890435,16466075.0,20457336.0,3.0,2.0,315983,,,,,,,,,,,,,,,,,,,,,,,
tt0251127,men-disagree,men,FAIL,50000000,105807520.0,177079973.0,2003FAIL,63304348,133961521.0,224198644.0,3.0,2.0,251127,,,,,,,,,,,,,,,,,,,,,,,
tt0286716,notalk,notalk,FAIL,137000000,132177234.0,245229234.0,2003FAIL,173453913,167347872.0,310481535.0,3.0,2.0,286716,,,,,,,,,,,,,,,,,,,,,,,
tt0309698,notalk,notalk,FAIL,28000000,52131264.0,82183683.0,2003FAIL,35450435,66002713.0,104051689.0,3.0,2.0,309698,,,,,,,,,,,,,,,,,,,,,,,
tt0199626,ok,ok,PASS,12000000,4717455.0,23693646.0,2003PASS,15193043,5972708.0,29998216.0,3.0,2.0,199626,,,,,,,,,,,,,,,,,,,,,,,
tt0301470,ok,ok,PASS,25000000,35623801.0,35623801.0,2003PASS,31652174,45102830.0,45102830.0,3.0,2.0,301470,,,,,,,,,,,,,,,,,,,,,,,
tt0266697,ok-disagree,ok,PASS,55000000,70098138.0,180098138.0,2003PASS,69634783,88750338.0,228019903.0,3.0,2.0,266697,,,,,,,,,,,,,,,,,,,,,,,
tt0325703,nowomen-disagree,nowomen,FAIL,90000000,65653758.0,156453758.0,2003FAIL,113947826,83123367.0,198084062.0,3.0,2.0,325703,,,,,,,,,,,,,,,,,,,,,,,
tt0333780,ok,ok,PASS,25000000,90639088.0,125339088.0,2003PASS,31652174,114756967.0,158690184.0,3.0,2.0,333780,,,,,,,,,,,,,,,,,,,,,,,
tt0286244,ok,ok,PASS,2000000,7301288.0,14440113.0,2003PASS,2532174,9244066.0,18282439.0,3.0,2.0,286244,,,,,,,,,,,,,,,,,,,,,,,
tt0335266,dubious-disagree,dubious,FAIL,4000000,44585453.0,112550685.0,2003FAIL,5064348,56449060.0,142498954.0,3.0,2.0,335266,,,,,,,,,,,,,,,,,,,,,,,
tt0314331,ok-disagree,ok,PASS,45000000,59472278.0,247967903.0,2003PASS,56973913,75297075.0,313948928.0,3.0,2.0,314331,,,,,,,,,,,,,,,,,,,,,,,
tt0311113,nowomen,nowomen,FAIL,135000000,93926386.0,212912137.0,2003FAIL,170921739,118918972.0,269565280.0,3.0,2.0,311113,,,,,,,,,,,,,,,,,,,,,,,
tt0304415,ok,ok,PASS,65000000,63803100.0,141205169.0,2003PASS,82295652,80780273.0,178778023.0,3.0,2.0,304415,,,,,,,,,,,,,,,,,,,,,,,
tt0340855,ok,ok,PASS,5000000,34469210.0,58003694.0,2003PASS,6330435,43641017.0,73437720.0,3.0,2.0,340855,,,,,,,,,,,,,,,,,,,,,,,
tt0327056,ok,ok,PASS,30000000,90135191.0,156835191.0,2003PASS,37982609,114118990.0,198566990.0,3.0,2.0,327056,,,,,,,,,,,,,,,,,,,,,,,
tt0316396,ok,ok,PASS,100000000,48417850.0,95255485.0,2003PASS,126608696,61301208.0,120601727.0,3.0,2.0,316396,,,,,,,,,,,,,,,,,,,,,,,
tt0325980,men-disagree,men,FAIL,125000000,305411224.0,634954103.0,2003FAIL,158260870,386677167.0,803907108.0,3.0,2.0,325980,,,,,,,,,,,,,,,,,,,,,,,
tt0366920,ok,ok,PASS,28000000,38372662.0,120918508.0,2003PASS,35450435,48583127.0,153093346.0,3.0,2.0,366920,,,,,,,,,,,,,,,,,,,,,,,
tt0257076,ok,ok,PASS,70000000,116877597.0,207154748.0,2003PASS,88626087,147977201.0,262275924.0,3.0,2.0,257076,,,,,,,,,,,,,,,,,,,,,,,
tt0306047,ok,ok,PASS,45000000,110000082.0,155200000.0,2003PASS,56973913,139269669.0,196496696.0,3.0,2.0,306047,,,,,,,,,,,,,,,,,,,,,,,
tt0327137,notalk,notalk,FAIL,30000000,42070939.0,47902566.0,2003FAIL,37982609,53265467.0,60648814.0,3.0,2.0,327137,,,,,,,,,,,,,,,,,,,,,,,
tt0300471,notalk,notalk,FAIL,50000000,60470220.0,88316835.0,2003FAIL,63304348,76560557.0,111816793.0,3.0,2.0,300471,,,,,,,,,,,,,,,,,,,,,,,
tt0323944,men,men,FAIL,6000000,2207975.0,2932719.0,2003FAIL,7596522,2795488.0,3713077.0,3.0,2.0,323944,,,,,,,,,,,,,,,,,,,,,,,
tt0165982,men,men,FAIL,60000000,26483452.0,80767884.0,2003FAIL,75965217,33530353.0,102259164.0,3.0,2.0,165982,,,,,,,,,,,,,,,,,,,,,,,
tt0337741,dubious,dubious,FAIL,80000000,124685242.0,266685242.0,2003FAIL,101286957,157862359.0,337646706.0,3.0,2.0,337741,,,,,,,,,,,,,,,,,,,,,,,
tt0338459,ok,ok,PASS,40000000,111760631.0,167851995.0,2003PASS,50643478,141498677.0,212515222.0,3.0,2.0,338459,,,,,,,,,,,,,,,,,,,,,,,
tt0324133,ok,ok,PASS,7800000,10130108.0,22441323.0,2003PASS,9875478,12825598.0,28412666.0,3.0,2.0,324133,,,,,,,,,,,,,,,,,,,,,,,
tt0181852,ok,ok,PASS,170000000,150358296.0,433058296.0,2003PASS,215234783,190366677.0,548289460.0,3.0,2.0,181852,,,,,,,,,,,,,,,,,,,,,,,
tt0298814,ok,ok,PASS,85000000,31111260.0,74132631.0,2003PASS,107617391,39389560.0,93858357.0,3.0,2.0,298814,,,,,,,,,,,,,,,,,,,,,,,
tt0317740,notalk-disagree,notalk,FAIL,60000000,106126012.0,176262839.0,2003FAIL,75965217,134364760.0,223164081.0,3.0,2.0,317740,,,,,,,,,,,,,,,,,,,,,,,
tt0283426,nowomen-disagree,nowomen,FAIL,20000000,47901582.0,135703599.0,2003FAIL,25321739,60647568.0,171812557.0,3.0,2.0,283426,,,,,,,,,,,,,,,,,,,,,,,
tt0325710,nowomen,nowomen,FAIL,140000000,111110575.0,456810575.0,2003FAIL,177252174,140675650.0,578361911.0,3.0,2.0,325710,,,,,,,,,,,,,,,,,,,,,,,
tt0311429,nowomen,nowomen,FAIL,78000000,66465204.0,179265204.0,2003FAIL,98754783,84150728.0,226965337.0,3.0,2.0,311429,,,,,,,,,,,,,,,,,,,,,,,
tt0167260,notalk,notalk,FAIL,94000000,377845905.0,1141408667.0,2003FAIL,119012174,478385772.0,1445122625.0,3.0,2.0,167260,,,,,,,,,,,,,,,,,,,,,,,
tt0234215,ok-disagree,ok,PASS,127000000,281553689.0,738576929.0,2003PASS,160793043,356471453.0,935102616.0,3.0,2.0,234215,,,,,,,,,,,,,,,,,,,,,,,
tt0242653,ok-disagree,ok,PASS,110000000,139259759.0,424259759.0,2003PASS,139269565,176314964.0,537149747.0,3.0,2.0,242653,,,,,,,,,,,,,,,,,,,,,,,
tt0338188,ok,ok,PASS,65000000,26900336.0,38253433.0,2003PASS,82295652,34058165.0,48432173.0,3.0,2.0,338188,,,,,,,,,,,,,,,,,,,,,,,
tt0332379,dubious,dubious,FAIL,20000000,81261177.0,131161177.0,2003FAIL,25321739,102883716.0,166061455.0,3.0,2.0,332379,,,,,,,,,,,,,,,,,,,,,,,
tt0328538,ok,ok,PASS,2000000,4601043.0,9505996.0,2003PASS,2532174,5825321.0,12035418.0,3.0,2.0,328538,,,,,,,,,,,,,,,,,,,,,,,
tt0300556,notalk,notalk,FAIL,80000000,19480739.0,26703184.0,2003FAIL,101286957,24664310.0,33808553.0,3.0,2.0,300556,,,,,,,,,,,,,,,,,,,,,,,
tt0339840,ok,ok,PASS,750000,41196.0,229250.0,2003PASS,949565,52158.0,290250.0,3.0,2.0,339840,,,,,,,,,,,,,,,,,,,,,,,
tt0320691,dubious,dubious,FAIL,22000000,51970690.0,95708457.0,2003FAIL,27853913,65799413.0,121175229.0,3.0,2.0,320691,,,,,,,,,,,,,,,,,,,,,,,
tt0295700,ok,ok,PASS,10000000,15417771.0,28649556.0,2003PASS,12660870,19520239.0,36272829.0,3.0,2.0,295700,,,,,,,,,,,,,,,,,,,,,,,
tt0290334,ok-disagree,ok,PASS,125000000,214949694.0,407711549.0,2003PASS,158260870,272145004.0,516198274.0,3.0,2.0,290334,,,,,,,,,,,,,,,,,,,,,,,
tt0307901,men,men,FAIL,4500000,13084595.0,25344490.0,2002FAIL,5828306,16946895.0,32825657.0,3.0,2.0,307901,,,,,,,,,,,,,,,,,,,,,,,
tt0289043,ok,ok,PASS,8000000,45064915.0,82955633.0,2002PASS,10361434,58367141.0,107442412.0,3.0,2.0,289043,,,,,,,,,,,,,,,,,,,,,,,
tt0283832,ok-disagree,ok,PASS,8000000,3076425.0,42376425.0,2002PASS,10361434,3984522.0,54885065.0,3.0,2.0,283832,,,,,,,,,,,,,,,,,,,,,,,
tt0298203,notalk,notalk,FAIL,41000000,116724075.0,242924075.0,2002FAIL,53102348,151178596.0,314630213.0,3.0,2.0,298203,,,,,,,,,,,,,,,,,,,,,,,
tt0257360,notalk,notalk,FAIL,30000000,65005217.0,105823486.0,2002FAIL,38855376,84193406.0,137060380.0,3.0,2.0,257360,,,,,,,,,,,,,,,,,,,,,,,
tt0268126,dubious,dubious,FAIL,18500000,22498520.0,22498520.0,2002FAIL,23960815,29139615.0,29139615.0,3.0,2.0,268126,,,,,,,,,,,,,,,,,,,,,,,
tt0286261,ok,ok,PASS,9000000,184255.0,184255.0,2002PASS,11656613,238643.0,238643.0,3.0,2.0,286261,,,,,,,,,,,,,,,,,,,,,,,
tt0168786,notalk,notalk,FAIL,12500000,21078145.0,23367586.0,2002FAIL,16189740,27299975.0,30265212.0,3.0,2.0,168786,,,,,,,,,,,,,,,,,,,,,,,
tt0295178,notalk,notalk,FAIL,63000000,213117789.0,292738626.0,2002FAIL,81596291,276025731.0,379148984.0,3.0,2.0,295178,,,,,,,,,,,,,,,,,,,,,,,
tt0286499,ok,ok,PASS,5600000,32543449.0,76730377.0,2002PASS,7253004,42149599.0,99379590.0,3.0,2.0,286499,,,,,,,,,,,,,,,,,,,,,,,
tt0187738,notalk,notalk,FAIL,54000000,81676888.0,154338601.0,2002FAIL,69939678,105786208.0,199896148.0,3.0,2.0,187738,,,,,,,,,,,,,,,,,,,,,,,
tt0300532,ok,ok,PASS,30000000,40118420.0,51618420.0,2002PASS,38855376,51960544.0,66855105.0,3.0,2.0,300532,,,,,,,,,,,,,,,,,,,,,,,
tt0303816,ok,ok,PASS,1500000,21158188.0,30351664.0,2002PASS,1942769,27403645.0,39310844.0,3.0,2.0,303816,,,,,,,,,,,,,,,,,,,,,,,
tt0319970,ok,ok,PASS,30000000,35266619.0,85001659.0,2002PASS,38855376,45676592.0,110092382.0,3.0,2.0,319970,,,,,,,,,,,,,,,,,,,,,,,
tt0264464,notalk-disagree,notalk,FAIL,52000000,164606800.0,351106800.0,2002FAIL,67349319,213195306.0,454746230.0,3.0,2.0,264464,,,,,,,,,,,,,,,,,,,,,,,
tt0299658,ok,ok,PASS,30000000,170687518.0,307687518.0,2002PASS,38855376,221070926.0,398510478.0,3.0,2.0,299658,,,,,,,,,,,,,,,,,,,,,,,
tt0275022,ok,ok,PASS,12000000,37188667.0,57000000.0,2002PASS,15542151,48165989.0,73825215.0,3.0,2.0,275022,,,,,,,,,,,,,,,,,,,,,,,
tt0266452,men,men,FAIL,50000000,8355815.0,8374062.0,2002FAIL,64758961,10822278.0,10845911.0,3.0,2.0,266452,,,,,,,,,,,,,,,,,,,,,,,
tt0246460,men-disagree,men,FAIL,142000000,160942139.0,431942139.0,2002FAIL,183915449,208448913.0,559442481.0,3.0,2.0,246460,,,,,,,,,,,,,,,,,,,,,,,
tt0303933,notalk,notalk,FAIL,20000000,56398162.0,56398162.0,2002FAIL,25903584,73045727.0,73045727.0,3.0,2.0,303933,,,,,,,,,,,,,,,,,,,,,,,
tt0238380,notalk,notalk,FAIL,20000000,1190018.0,5345869.0,2002FAIL,25903584,1541287.0,6923858.0,3.0,2.0,238380,,,,,,,,,,,,,,,,,,,,,,,
tt0297884,ok,ok,PASS,13500000,15901849.0,29027914.0,2002PASS,17484919,20595744.0,37596351.0,3.0,2.0,297884,,,,,,,,,,,,,,,,,,,,,,,
tt0120679,men-disagree,men,FAIL,12000000,25885000.0,55710675.0,2002FAIL,15542151,33525714.0,72155308.0,3.0,2.0,120679,,,,,,,,,,,,,,,,,,,,,,,
tt0327753,ok,ok,PASS,30000,77070.0,77070.0,2002PASS,38855,99819.0,99819.0,3.0,2.0,327753,,,,,,,,,,,,,,,,,,,,,,,
tt0217505,notalk,notalk,FAIL,97000000,77730500.0,190400000.0,2002FAIL,125632384,100674928.0,246602123.0,3.0,2.0,217505,,,,,,,,,,,,,,,,,,,,,,,
tt0302674,nowomen,nowomen,FAIL,7000000,254683.0,254683.0,2002FAIL,9066255,329860.0,329860.0,3.0,2.0,302674,,,,,,,,,,,,,,,,,,,,,,,
tt0295297,ok-disagree,ok,PASS,100000000,261987880.0,878979634.0,2002PASS,129517922,339321257.0,1138436153.0,3.0,2.0,295297,,,,,,,,,,,,,,,,,,,,,,,
tt0257756,ok,ok,PASS,42000000,41543207.0,63781100.0,2002PASS,54397527,53805898.0,82607955.0,3.0,2.0,257756,,,,,,,,,,,,,,,,,,,,,,,
tt0297181,notalk,notalk,FAIL,70000000,33561137.0,60279822.0,2002FAIL,90662545,43467687.0,78073173.0,3.0,2.0,297181,,,,,,,,,,,,,,,,,,,,,,,
tt0268380,nowomen,nowomen,FAIL,65000000,176387405.0,386116343.0,2002FAIL,84186649,228453301.0,500089862.0,3.0,2.0,268380,,,,,,,,,,,,,,,,,,,,,,,
tt0280760,men,men,FAIL,9000000,4777465.0,4777465.0,2002FAIL,11656613,6187673.0,6187673.0,3.0,2.0,280760,,,,,,,,,,,,,,,,,,,,,,,
tt0278504,notalk,notalk,FAIL,46000000,67263182.0,113622499.0,2002FAIL,59578244,87117875.0,147161499.0,3.0,2.0,278504,,,,,,,,,,,,,,,,,,,,,,,
tt0275847,ok-disagree,ok,PASS,80000000,145771527.0,245800000.0,2002PASS,103614337,188800252.0,318355051.0,3.0,2.0,275847,,,,,,,,,,,,,,,,,,,,,,,
tt0252076,ok,ok,PASS,55000000,93932896.0,163838217.0,2002PASS,71234857,121659935.0,212199853.0,3.0,2.0,252076,,,,,,,,,,,,,,,,,,,,,,,
tt0303361,ok,ok,PASS,1750000,145540.0,497339.0,2002PASS,2266564,188500.0,644143.0,3.0,2.0,303361,,,,,,,,,,,,,,,,,,,,,,,
tt0120912,notalk,notalk,FAIL,140000000,190418803.0,441767803.0,2002FAIL,181325090,246626476.0,572168477.0,3.0,2.0,120912,,,,,,,,,,,,,,,,,,,,,,,
tt0181689,notalk-disagree,notalk,FAIL,102000000,132024714.0,358824714.0,2002FAIL,132108280,170995666.0,464742312.0,3.0,2.0,181689,,,,,,,,,,,,,,,,,,,,,,,
tt0280590,men,men,FAIL,50000000,126293452.0,171269535.0,2002FAIL,64758961,163572654.0,221824742.0,3.0,2.0,280590,,,,,,,,,,,,,,,,,,,,,,,
tt0259446,ok,ok,PASS,5000000,241438208.0,352242522.0,2002PASS,6475896,312705749.0,456217193.0,3.0,2.0,259446,,,,,,,,,,,,,,,,,,,,,,,
tt0258000,ok,ok,PASS,48000000,95308367.0,196308367.0,2002PASS,62168602,123441416.0,254254517.0,3.0,2.0,258000,,,,,,,,,,,,,,,,,,,,,,,
tt0183649,notalk,notalk,FAIL,11000000,46566212.0,97837138.0,2002FAIL,14246971,60311590.0,126716628.0,3.0,2.0,183649,,,,,,,,,,,,,,,,,,,,,,,
tt0238546,ok,ok,PASS,35000000,30307804.0,30307804.0,2002PASS,45331273,39254038.0,39254038.0,3.0,2.0,238546,,,,,,,,,,,,,,,,,,,,,,,
tt0252444,ok,ok,PASS,7000000,6199600.0,16866928.0,2002PASS,9066255,8029593.0,21845695.0,3.0,2.0,252444,,,,,,,,,,,,,,,,,,,,,,,
tt0296166,ok,ok,PASS,3000000,5853194.0,5853194.0,2002PASS,3885538,7580935.0,7580935.0,3.0,2.0,296166,,,,,,,,,,,,,,,,,,,,,,,
tt0289765,notalk,notalk,FAIL,78000000,92955420.0,206455420.0,2002FAIL,101023979,120393928.0,267396769.0,3.0,2.0,289765,,,,,,,,,,,,,,,,,,,,,,,
tt0253556,notalk,notalk,FAIL,60000000,43061982.0,82150183.0,2002FAIL,77710753,55772984.0,106399210.0,3.0,2.0,253556,,,,,,,,,,,,,,,,,,,,,,,
tt0120804,ok,ok,PASS,35000000,40119709.0,103787401.0,2002PASS,45331273,51962213.0,134423285.0,3.0,2.0,120804,,,,,,,,,,,,,,,,,,,,,,,
tt0267913,ok,ok,PASS,84000000,153294164.0,276294164.0,2002PASS,108795054,198543415.0,357850459.0,3.0,2.0,267913,,,,,,,,,,,,,,,,,,,,,,,
tt0286106,notalk,notalk,FAIL,70702619,227965690.0,408265690.0,2002FAIL,91572563,295256424.0,528777236.0,3.0,2.0,286106,,,,,,,,,,,,,,,,,,,,,,,
tt0281373,notalk,notalk,FAIL,32000000,81150692.0,116898028.0,2002FAIL,41445735,105104690.0,151403896.0,3.0,2.0,281373,,,,,,,,,,,,,,,,,,,,,,,
tt0307479,notalk,notalk,FAIL,47000000,14970038.0,14970038.0,2002FAIL,60873423,19388882.0,19388882.0,3.0,2.0,307479,,,,,,,,,,,,,,,,,,,,,,,
tt0145487,notalk,notalk,FAIL,139000000,403706375.0,821565375.0,2002FAIL,180029911,522872106.0,1064074398.0,3.0,2.0,145487,,,,,,,,,,,,,,,,,,,,,,,
tt0166813,nowomen-disagree,nowomen,FAIL,80000000,73215310.0,106515310.0,2002FAIL,103614337,94826948.0,137956416.0,3.0,2.0,166813,,,,,,,,,,,,,,,,,,,,,,,
tt0283003,ok,ok,PASS,4500000,410241.0,1022649.0,2002PASS,5828306,531336.0,1324514.0,3.0,2.0,283003,,,,,,,,,,,,,,,,,,,,,,,
tt0287717,ok,ok,PASS,38000000,85846296.0,119721296.0,2002PASS,49216810,111186338.0,155060534.0,3.0,2.0,287717,,,,,,,,,,,,,,,,,,,,,,,
tt0253754,notalk,notalk,FAIL,60000000,43254409.0,67312826.0,2002FAIL,77710753,56022212.0,87182173.0,3.0,2.0,253754,,,,,,,,,,,,,,,,,,,,,,,
tt0121765,dubious-disagree,dubious,FAIL,115000000,310676740.0,656695615.0,2002FAIL,148945610,402382056.0,850538512.0,3.0,2.0,121765,,,,,,,,,,,,,,,,,,,,,,,
tt0180052,men,men,FAIL,100000000,4411102.0,7094995.0,2002FAIL,129517922,5713168.0,9189290.0,3.0,2.0,180052,,,,,,,,,,,,,,,,,,,,,,,
tt0280460,ok,ok,PASS,10000000,30306281.0,38067218.0,2002PASS,12951792,39252065.0,49303870.0,3.0,2.0,280460,,,,,,,,,,,,,,,,,,,,,,,
tt0258463,notalk,notalk,FAIL,60000000,121468960.0,213300000.0,2002FAIL,77710753,157324072.0,276261727.0,3.0,2.0,258463,,,,,,,,,,,,,,,,,,,,,,,
tt0238924,notalk,notalk,FAIL,12000000,1779284.0,1779284.0,2002FAIL,15542151,2304492.0,2304492.0,3.0,2.0,238924,,,,,,,,,,,,,,,,,,,,,,,
tt0279113,ok,ok,PASS,8000000,14018296.0,16856124.0,2002PASS,10361434,18156206.0,21831701.0,3.0,2.0,279113,,,,,,,,,,,,,,,,,,,,,,,
tt0274558,ok,ok,PASS,25000000,41675994.0,97030468.0,2002PASS,32379480,53977881.0,125671845.0,3.0,2.0,274558,,,,,,,,,,,,,,,,,,,,,,,
tt0278500,ok,ok,PASS,15000000,8378141.0,8378141.0,2002PASS,19427688,10851194.0,10851194.0,3.0,2.0,278500,,,,,,,,,,,,,,,,,,,,,,,
tt0167261,notalk-disagree,notalk,FAIL,94000000,342548984.0,927048984.0,2002FAIL,121746846,443662324.0,1200694576.0,3.0,2.0,167261,,,,,,,,,,,,,,,,,,,,,,,
tt0289408,ok,ok,PASS,25000000,11411644.0,16425701.0,2002PASS,32379480,14780124.0,21274227.0,3.0,2.0,289408,,,,,,,,,,,,,,,,,,,,,,,
tt0258068,men,men,FAIL,20000000,12987647.0,26348203.0,2002FAIL,25903584,16821330.0,34125645.0,3.0,2.0,258068,,,,,,,,,,,,,,,,,,,,,,,
tt0298130,ok,ok,PASS,48000000,129094024.0,248218486.0,2002PASS,62168602,167199897.0,321487424.0,3.0,2.0,298130,,,,,,,,,,,,,,,,,,,,,,,
tt0292644,dubious,dubious,FAIL,4000000,6525762.0,11799060.0,2002FAIL,5180717,8452031.0,15281897.0,3.0,2.0,292644,,,,,,,,,,,,,,,,,,,,,,,
tt0304669,notalk,notalk,FAIL,65000000,139225854.0,172825854.0,2002FAIL,84186649,180322432.0,223840454.0,3.0,2.0,304669,,,,,,,,,,,,,,,,,,,,,,,
tt0253867,ok,ok,PASS,43000000,24430272.0,44633441.0,2002PASS,55692706,31641581.0,57808305.0,3.0,2.0,253867,,,,,,,,,,,,,,,,,,,,,,,
tt0293662,nowomen,nowomen,FAIL,21000000,25296447.0,43928932.0,2002FAIL,27198764,32763432.0,56895840.0,3.0,2.0,293662,,,,,,,,,,,,,,,,,,,,,,,
tt0290095,nowomen,nowomen,FAIL,60000000,50586000.0,104429625.0,2002FAIL,77710753,65517936.0,135255080.0,3.0,2.0,290095,,,,,,,,,,,,,,,,,,,,,,,
tt0133240,notalk,notalk,FAIL,100000000,38120554.0,91800000.0,2002FAIL,129517922,49372949.0,118897452.0,3.0,2.0,133240,,,,,,,,,,,,,,,,,,,,,,,
tt0283084,ok,ok,PASS,15000000,19161999.0,19344615.0,2002PASS,19427688,24818223.0,25054743.0,3.0,2.0,283084,,,,,,,,,,,,,,,,,,,,,,,
tt0313737,ok,ok,PASS,60000000,93354918.0,199043309.0,2002PASS,77710753,120911349.0,257796757.0,3.0,2.0,313737,,,,,,,,,,,,,,,,,,,,,,,
tt0277434,ok,ok,PASS,70000000,78120196.0,114658262.0,2002PASS,90662545,101179654.0,148502998.0,3.0,2.0,277434,,,,,,,,,,,,,,,,,,,,,,,
tt0298228,ok,ok,PASS,4300000,20779666.0,39892476.0,2002PASS,5569271,26913392.0,51667906.0,3.0,2.0,298228,,,,,,,,,,,,,,,,,,,,,,,
tt0283139,ok,ok,PASS,16000000,16357770.0,21657770.0,2002PASS,20722867,21186244.0,28050694.0,3.0,2.0,283139,,,,,,,,,,,,,,,,,,,,,,,
tt0295701,notalk,notalk,FAIL,70000000,141930000.0,267200000.0,2002FAIL,90662545,183824786.0,346071886.0,3.0,2.0,295701,,,,,,,,,,,,,,,,,,,,,,,
tt0268978,notalk,notalk,FAIL,78000000,170708996.0,317668058.0,2001FAIL,102635985,224626742.0,418002230.0,3.0,2.0,268978,,,,,,,,,,,,,,,,,,,,,,,
tt0183790,men,men,FAIL,41000000,56083966.0,100622586.0,2001FAIL,53949684,73797860.0,132403823.0,3.0,2.0,183790,,,,,,,,,,,,,,,,,,,,,,,
tt0164334,ok,ok,PASS,28000000,74058698.0,105159085.0,2001PASS,36843687,97449838.0,138373157.0,3.0,2.0,164334,,,,,,,,,,,,,,,,,,,,,,,
tt0244000,notalk,notalk,FAIL,35000000,13264986.0,13264986.0,2001FAIL,46054609,17454678.0,17454678.0,3.0,2.0,244000,,,,,,,,,,,,,,,,,,,,,,,
tt0218817,men,men,FAIL,30000000,10965209.0,17865209.0,2001FAIL,39475379,14428526.0,23507863.0,3.0,2.0,218817,,,,,,,,,,,,,,,,,,,,,,,
tt0212720,notalk,notalk,FAIL,90000000,78616689.0,235900000.0,2001FAIL,118426136,103447452.0,310408061.0,3.0,2.0,212720,,,,,,,,,,,,,,,,,,,,,,,
tt0230011,notalk-disagree,notalk,FAIL,90000000,84052762.0,186049020.0,2001FAIL,118426136,110600487.0,244811851.0,3.0,2.0,230011,,,,,,,,,,,,,,,,,,,,,,,
tt0265086,nowomen-disagree,nowomen,FAIL,95000000,108638745.0,159691085.0,2001FAIL,125005366,142951853.0,210128869.0,3.0,2.0,265086,,,,,,,,,,,,,,,,,,,,,,,
tt0221027,notalk,notalk,FAIL,30000000,52990775.0,83282296.0,2001FAIL,39475379,69727697.0,109586673.0,3.0,2.0,221027,,,,,,,,,,,,,,,,,,,,,,,
tt0243155,ok,ok,PASS,25000000,71500556.0,281527158.0,2001PASS,32896149,94083718.0,370446373.0,3.0,2.0,243155,,,,,,,,,,,,,,,,,,,,,,,
tt0260866,ok,ok,PASS,50000000,54997476.0,104488383.0,2001PASS,65792298,72368206.0,137490616.0,3.0,2.0,260866,,,,,,,,,,,,,,,,,,,,,,,
tt0246578,dubious-disagree,dubious,FAIL,4500000,1270522.0,7696529.0,2001FAIL,5921307,1671811.0,10127447.0,3.0,2.0,246578,,,,,,,,,,,,,,,,,,,,,,,
tt0240462,ok,ok,PASS,72000000,112950721.0,176101721.0,2001PASS,94740909,148625750.0,231722738.0,3.0,2.0,240462,,,,,,,,,,,,,,,,,,,,,,,
tt0251075,ok,ok,PASS,80000000,38311134.0,98341932.0,2001PASS,105267677,50411551.0,129402834.0,3.0,2.0,251075,,,,,,,,,,,,,,,,,,,,,,,
