year,id,imdb_id,title,rating
1972,1636,68205.0,Chloe in the Afternoon,2
1972,9384,68817.0,Lone Wolf and Cub: Baby Cart to Hades,0
1972,679,69293.0,Solyaris,1
1972,6244,70641.0,Sbatti il mostro in prima pagina,1
1972,7544,70959.0,State of Siege,0
1972,6822,68278.0,The Bitter Tears of Petra von Kant,3
1972,3274,68326.0,Butterflies Are Free,3
1972,6022,244730.0,Prison Girls,3
1972,6811,68468.0,Deep Throat,3
1972,2803,69019.0,Don’t Torture a Duckling,2
1972,6500,69489.0,Wedding in White,3
1972,3132,69404.0,Travels With My Aunt,3
1972,2391,68240.0,Avanti!,3
1972,9383,143348.0,Lone Wolf and Cub: Baby Cart in Peril,0
1972,7019,68284.0,Blacula,3
1972,7186,68833.0,The Last House on the Left,3
1973,8320,70634.0,The Satanic Rites of Dracula,1
1973,7867,70904.0,World on a Wire,2
1973,2316,70735.0,The Sting,1
1973,5315,70379.0,Mean Streets,1
1973,2682,70300.0,Lemora: A Child’s Tale Of The Supernatural,3
1973,2848,71615.0,The Holy Mountain,1
1973,4882,70294.0,The Legend of Hell House,3
1973,722,69995.0,Don’t look now,3
1973,2769,70666.0,Serpico,1
1973,8828,70518.0,Pat Garrett &amp; Billy the Kid,1
1973,8926,70034.0,Enter the Dragon,1
1973,2816,70723.0,Soylent Green,1
1973,8842,70782.0,Terminal Island,3
1973,5127,68699.0,High Plains Drifter,1
1973,269,69762.0,Badlands,0
1973,4610,69704.0,American Graffiti,2
1973,6079,68370.0,Children Shouldn’t Play with Dead Things,3
1973,2444,70819.0,A Touch of Class,2
1973,7593,69895.0,The Crazies,3
1973,3433,70511.0,Papillon,0
1973,5996,70460.0,Day for Night,3
1973,6484,70122.0,Godzilla vs. Megalon,0
1973,2447,70707.0,Sleeper,1
1973,5187,69067.0,Payday,2
1973,7603,69987.0,A Doll’s House,3
1973,4667,70608.0,Robin Hood,3
1973,751,70047.0,The Exorcist,3
1973,6078,68359.0,A Charlie Brown Thanksgiving,2
1973,9298,70544.0,Fantastic Planet,0
1973,9166,70468.0,The Offence,0
1973,1768,70040.0,The Spirit of the Beehive,3
1973,939,70917.0,The Wicker Man,3
1973,257,70233.0,Ivan Vasilevich menyaet professiyu,1
1973,7020,70842.0,Turkish Delight,3
1973,6815,69754.0,The Baby,3
1973,5393,70328.0,Live and Let Die,1
1973,3446,70510.0,Paper Moon,3
1973,7406,68232.0,El ataque de los muertos sin ojos [Return of the Evil Dead],3
1973,6733,158714.0,Lady Snowblood,3
1973,5439,69990.0,Don Juan (Or If Don Juan Were a Woman),3
1973,3688,70239.0,Jesus Christ Superstar,0
1973,1550,69747.0,The Mad Adventures of 'Rabbi' Jacob,2
1973,1281,68282.0,"Black Mama, White Mama",3
1974,5843,72979.0,Female Trouble,3
1974,3236,71803.0,Mame,3
1974,3985,71360.0,The Conversation,1
1974,5434,71807.0,The Man with the Golden Gun,1
1974,5531,71402.0,Death Wish,3
1974,8355,72354.0,Vampyres,3
1974,1077,72431.0,Young Frankenstein,2
1974,845,71230.0,Blazing Saddles,1
1974,4901,74462.0,Edvard Munch,1
1974,4520,72308.0,The Towering Inferno,1
1974,7338,71431.0,Non si deve profanare il sonno dei morti [The Living Dead at Manchester Morgue],2
1974,6535,71247.0,Brief Encounter,3
1974,7249,71690.0,"Je, tu, il, elle",3
1974,8140,70003.0,Dracula,3
1974,9385,71695.0,Kozure Okami: Jigoku e ikuzo! Daigoro,0
1974,3896,71562.0,The Godfather: Part II,2
1974,8551,72226.0,The Sugarland Express,2
1974,7003,71464.0,Emmanuelle,3
1974,6465,72325.0,Truck Turner,3
1974,7077,70297.0,The Legend of the 7 Golden Vampires,1
1974,3770,71222.0,Black Christmas,3
1974,6480,71565.0,Godzilla vs. Mechagodzilla,1
1974,1673,70948.0,Zardoz,2
1974,5999,71970.0,The Parallax View,0
1974,5781,71994.0,Phantom of the Paradise,0
1974,264,71381.0,Celine and Julie Go Boating,3
1974,2399,71583.0,The Groove Tube,1
1974,6758,72353.0,Going Places,2
1974,7076,72417.0,A Woman Under The Influence,3
1974,5118,71141.0,Ali: Fear Eats the Soul,3
1974,2814,72271.0,The Texas Chain Saw Massacre,1
1974,9046,71110.0,Airport 1975,3
1974,2214,71115.0,Alice Doesn’t Live Here Anymore,3
1974,2025,71935.0,The Odessa File,3
1974,2237,71315.0,Chinatown,2
1974,6175,71517.0,Foxy Brown,3
1974,1814,69945.0,Dark Star,0
1974,9154,71717.0,Killdozer,0
1975,529,73179.0,"Ironiya sudby, ili S legkim parom!",2
1975,7008,72933.0,Emmanuelle II,3
1975,1737,72500.0,Fawlty Towers,3
1975,5963,72448.0,Zorro,1
1975,5798,72895.0,Dolemite,0
1975,4517,73440.0,Nashville,3
1975,3799,72890.0,Dog Day Afternoon,3
1975,6799,73778.0,Switchblade Sisters,3
1975,564,73076.0,Grey Gardens,3
1975,3668,72443.0,The Mirror,3
1975,2561,73195.0,Jaws,3
1975,230,73540.0,Picnic at Hanging Rock,3
1975,337,73802.0,Three Days of the Condor,1
1975,2831,71798.0,The Maids,3
1975,9160,72856.0,Death Race 2000,3
1975,8958,73172.0,Inserts,1
1975,293,73747.0,The Stepford Wives,3
1975,3368,73198.0,"Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles",3
1975,7318,73312.0,Love and Death,3
1975,9217,73471.0,Numero deux,3
1975,6900,73598.0,Blonde in Black Leather,3
1975,7170,73582.0,Deep Red,3
1975,7238,73650.0,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",3
1975,7252,73233.0,Katie Tippel,3
1975,4284,73115.0,The Story of O,3
1975,2760,71427.0,Dialogues of Exiles,3
1975,2317,72684.0,Barry Lyndon,1
1975,1321,73486.0,One Flew Over the Cuckoo’s Nest,2
1975,6564,73373.0,Terror of Mechagodzilla,1
1975,6654,72730.0,A boy and His Dog,0
1975,850,73812.0,Tommy,1
1975,1228,73629.0,The Rocky Horror Picture Show,3
1975,1807,71411.0,Dersu Uzala,0
1975,1839,71853.0,Monty Python and the Holy Grail,2
1976,8271,74811.0,The Tenant,1
1976,7405,73518.0,Pascual Duarte,1
1976,1393,74812.0,Logan’s Run,2
1976,967,75029.0,The Outlaw Josey Wales,2
1976,457,74285.0,Carrie,3
1976,8541,75467.0,Az otodik pecset,1
1976,2640,74256.0,Bugsy Malone,3
1976,1287,75005.0,The Omen,3
1976,5706,75223.0,Silver Streak,1
1976,6505,74400.0,The Desert of the Tartars,0
1976,2267,75148.0,Rocky,1
1976,9152,75359.0,Two-Minute Warning,1
1976,8161,75342.0,The Town That Dreaded Sundown,1
1976,3722,75265.0,A Star Is Born,0
1976,1423,74851.0,The Man Who Fell to Earth,1
1976,2949,74937.0,Murder by Death,3
1976,2223,75314.0,Taxi Driver,1
1976,8628,74597.0,The Gumball Rally,3
1976,4185,74806.0,The Little Girl Who Lives Down the Lane,3
1976,2367,75222.0,Silent Movie,1
1976,2974,75177.0,Sebastiane,1
1976,4612,75178.0,Il secondo tragico Fantozzi,1
1976,2683,75137.0,Revenge Of The Cheerleaders,1
1976,219,74156.0,Assault on Precinct 13,3
1976,1401,74958.0,Network,3
1976,7183,74119.0,All the President’s Men,1
1976,9387,74740.0,Keoma,1
1976,3417,74860.0,Marathon Man,1
1976,2672,75249.0,Sparkle,3
1976,4615,74512.0,Family Plot,3
1976,9297,74121.0,Allegro non troppo,0
1976,3879,74152.0,Small Change,3
1976,2530,72901.0,Les Douze Travaux d&#146;Ast&eacute;rix (the Twelve Tasks of Asterix),1
1976,3190,74102.0,In the Realm of the Senses,3
1977,7034,77914.0,Martin,1
1977,4936,74611.0,The Haunting of Julia,3
1977,4147,74486.0,Eraserhead,0
1977,7250,75936.0,Desperate Living,3
1977,3567,74455.0,Death Trap!,3
1977,3216,75938.0,"The Devil, Probably",2
1977,1710,76734.0,Soldaat van Oranje,1
1977,3720,76319.0,A Little Night Music,3
1977,2983,75784.0,A Bridge Too Far,1
1977,8860,75968.0,The Duelists,1
1977,7695,76257.0,The Kentucky Fried Movie,1
1977,1469,75686.0,Annie Hall,3
1977,8401,76504.0,Orca,1
1977,4474,76141.0,High Anxiety,1
1977,1477,75276.0,Stroszek,0
1977,693,76843.0,The Turning Point,3
1977,688,76727.0,Sluzhebnyy roman,3
1977,4200,76683.0,The Sentinel,3
1977,862,76245.0,Julia,3
1977,669,76759.0,Star Wars,1
1977,7728,76271.0,Kingdom of the Spiders,3
1977,3952,76155.0,The Man Who Loved Women,1
1977,8746,76591.0,"Race for Your Life, Charlie Brown",3
1977,3610,75860.0,Close Encounters of the Third Kind,1
1977,1687,76095.0,The Goodbye Girl,3
1977,4452,76661.0,The 36 Crazy Fists,0
1977,9100,75679.0,Bad,3
1977,2524,75612.0,3 Women,3
1977,5723,76752.0,The Spy Who Loved Me,1
1977,7195,77681.0,The Hills Have Eyes,3
1977,5694,75909.0,Damnation Alley,0
1977,9211,78089.0,Planet of Dinosaurs,3
1977,2534,76162.0,House,3
1977,9184,76723.0,Slap Shot,3
1977,9401,76590.0,Rabid,3
1977,1063,76363.0,The Many Adventures of Winnie the Pooh,0
1977,1857,76786.0,Suspiria,3
1977,3366,76085.0,A Special Day,2
1977,3248,75617.0,ABBA: The Movie,1
1977,9113,75939.0,Peppermint Soda,3
1977,8439,76538.0,Pete’s Dragon,2
1977,911,76666.0,Saturday Night Fever,1
1977,1217,76618.0,The Rescuers,3
1977,8985,75666.0,Alucarda,3
1978,3048,77613.0,Girlfriends,3
1978,4111,77288.0,La cage aux folles,2
1978,1284,77394.0,Damien: Omen II,2
1978,4905,77713.0,I Spit on Your Grave,0
1978,3391,78509.0,A Woman Called Moses,3
1978,1503,77402.0,Dawn of the Dead,0
1978,1999,78346.0,Superman,1
1978,3419,77928.0,Midnight Express,0
1978,4721,306646.0,Ringing Bell (Chirin no Suzu),0
1978,6638,77889.0,Magic,1
1978,6406,77578.0,Foul Play,3
1978,5198,78503.0,Within the Woods,3
1978,1047,193524.0,The Star Wars Holiday Special,1
1978,6695,77269.0,The Boys from Brazil,1
1978,2815,77651.0,Halloween,3
1978,8437,77869.0,The Lord of the Rings,1
1978,303,77975.0,Animal House,2
1978,5331,78504.0,The Wiz,3
1978,8721,78111.0,Pretty Baby,2
1978,2282,78480.0,Watership Down,1
1978,9227,77474.0,The Driver,0
1978,405,76584.0,Quel maledetto treno blindato,0
1978,2965,77413.0,Death on the Nile,3
1978,7223,77766.0,Jaws 2,2
1978,1658,77742.0,Interiors,3
1978,2584,77189.0,Avalanche,2
1978,1200,78259.0,The Shout,0
1978,8160,79946.0,Starcrash,3
1978,8887,77275.0,The Brink's Job,1
1978,4317,76161.0,The Hound of the Baskervilles,3
1978,8701,77629.0,Gray Lady Down,2
1978,5548,77215.0,Battlestar Galactica,3
1978,515,77711.0,H&ouml;stsonaten,3
1978,753,77631.0,Grease,3
1978,2668,77416.0,The Deer Hunter,1
1978,238,77405.0,Days of Heaven,3
1979,9404,79679.0,Osenniy marafon,1
1979,3420,79116.0,Escape from Alcatraz,0
1979,2284,78966.0,The China Syndrome,3
1979,4687,78767.0,The Amityville Horror,3
1979,8168,80040.0,Tourist Trap,3
1979,6870,79817.0,Rocky II,1
1979,1766,79095.0,The Marriage of Maria Braun,3
1979,403,79522.0,Manhattan,1
1979,1699,78841.0,Being There,2
1979,2496,79641.0,Nosferatu the Vampyre,0
1979,7092,79714.0,Phantasm,1
1979,8516,79593.0,Murder by Natural Causes,1
1979,4599,79766.0,Quadrophenia,1
1979,6280,78843.0,The Bell Jar,3
1979,3504,79574.0,Moonraker,1
1979,787,79470.0,Life of Brian,3
1979,8987,79588.0,The Muppet Movie,2
1979,3667,79944.0,Stalker,1
1979,5415,79540.0,Meatballs,3
1979,4766,77707.0,L’hypothese du tableau vole,0
1979,7636,79261.0,Hair,3
1979,5234,80025.0,Time After Time,2
1979,6290,79501.0,Mad Max,3
1979,1222,78754.0,All That Jazz,2
1979,9417,79871.0,Scum,0
1979,1300,79945.0,Star Trek: The Motion Picture,1
1979,695,80120.0,The Warriors,1
1979,4797,79596.0,My Brilliant Career,3
1979,2227,78788.0,Apocalypse Now,0
1979,13,78748.0,Alien,3
1979,5708,78778.0,Angels’ Brigade,3
1979,7233,78869.0,The Black Hole,0
1979,2187,79336.0,The In-Laws,3
1979,2327,79367.0,The Jerk,1
1979,846,79180.0,The Frisco Kid,1
1979,8510,79833.0,Rupan sansei: Kariosutoro no shiro,3
1979,4741,79813.0,Rock ’n' Roll High School,3
1979,7645,79417.0,Kramer vs. Kramer,1
1979,1020,78875.0,Die Blechtrommel,3
1980,8556,121403.0,Indul a bakterhaz,1
1980,2883,81375.0,Private Benjamin,3
1980,3427,80569.0,Cruising,0
1980,3673,81323.0,"Pepi, Luci, Bom and Other Girls Like Mom",3
1980,7987,79820.0,The King and the Mockingbird,0
1980,2068,80377.0,Any Which Way You Can,1
1980,7401,80736.0,The Final Countdown,0
1980,863,80319.0,Nine to Five,3
1980,4282,81573.0,Superman II,3
1980,930,81505.0,The Shining,2
1980,670,80684.0,Star Wars: Episode V - The Empire Strikes Back,0
1980,3254,81777.0,Xanadu,3
1980,1845,81249.0,The Nude Bomb,1
1980,7192,81283.0,Ordinary People,2
1980,1223,80388.0,Atlantic City,3
1980,1472,81616.0,La terrazza,3
1980,8945,81353.0,Popeye,3
1980,2278,78935.0,Cannibal Holocaust,1
1980,6395,80453.0,The Blue Lagoon,0
1980,7307,80421.0,Battle Beyond the Stars,2
1980,6877,81237.0,The Ninth Configuration,0
1980,7389,80931.0,Nightmare City,3
1980,684,79579.0,Moskva slezam ne verit,3
1980,2142,81414.0,Resurrection,1
1980,3873,81534.0,Somewhere in Time,2
1980,2484,80749.0,The Fog,3
1980,873,80339.0,Airplane!,3
1980,1437,81398.0,Raging Bull,1
1980,8116,81163.0,The Mirror Crack'd,3
1980,360,80716.0,Fame,3
1980,4569,80761.0,Friday the 13th,3
1980,4960,80855.0,Heaven’s Gate,0
1980,1882,76582.0,Loose Shoes,1
1980,2377,80711.0,Fade to Black,3
1980,208,80455.0,The Blues Brothers,1
1980,5681,80549.0,Coal Miner’s Daughter,3
1980,8402,81114.0,Maniac,3
1980,3858,80745.0,Flash Gordon,3
1980,3962,80492.0,Can’t Stop the Music,3
1980,2799,81060.0,Little Darlings,3
1981,6496,82477.0,Gregory’s Girl,3
1981,4561,82677.0,Looker,1
1981,6944,82288.0,Dragonslayer,1
1981,1568,82992.0,Rich and Famous,3
1981,2533,82640.0,Lady Chatterley’s Lover,3
1981,1081,82517.0,History of the World: Part I,1
1981,3549,82089.0,Body Heat,2
1981,3231,82509.0,Heavy Metal,1
1981,8502,82348.0,Excalibur,1
1981,744,82186.0,Clash of the Titans,3
1981,5325,83131.0,Stripes,2
1981,7221,82307.0,...E tu vivrai nel terrore! L’aldila (The Beyond),3
1981,2667,82979.0,Reds,3
1981,2143,82096.0,Das Boot,0
1981,2053,82484.0,Quest for Fire,1
1981,3976,82176.0,Christiane F. - Wir Kinder vom Bahnhof Zoo,3
1981,5955,82398.0,For Your Eyes Only,3
1981,874,82783.0,My Dinner With Andre,0
1981,8973,82242.0,Dead and Buried,1
1981,7732,83067.0,Shock Treatment,3
1981,3641,82766.0,Mommy Dearest,3
1981,6245,82714.0,Il marchese del Grillo,3
1981,340,82971.0,Raiders of the Lost Ark,3
1981,8413,82431.0,Galaxy of Terror,3
1981,1427,82340.0,Escape from New York,0
1981,3918,83907.0,The Evil Dead,1
1981,7362,82498.0,Happy Birthday to Me,3
1981,6630,82719.0,The Marva Collins Story,1
1981,2873,82010.0,An American Werewolf in London,2
1981,7477,82424.0,La fuga de Segovia,0
1981,1124,82406.0,The Fox and the Hound,2
1981,8417,82970.0,Ragtime,2
1981,5338,84090.0,Horror Planet,3
1981,6865,82085.0,Blow Out,3
1981,1197,83111.0,Southern Comfort,0
1981,4009,82894.0,Pennies from Heaven,1
1981,8837,82846.0,On a Golden Pond,1
1981,2753,82869.0,Outland,1
1981,972,82776.0,Ms. 45,3
1981,4708,82495.0,Halloween II,3
1981,2073,82474.0,The Great Muppet Caper,3
1981,8789,83190.0,Thief,0
1981,8180,82269.0,Diva,1
1981,2062,82926.0,Polyester,3
1981,6240,83137.0,Der subjektive Faktor,3
1981,2697,81633.0,Time Bandits,1
1981,1646,82370.0,The Woman Next Door,3
1981,9158,82153.0,The Masked Avengers,0
1981,5378,82533.0,The Howling,3
1981,9416,81455.0,Scanners,1
1981,6507,82158.0,Chariots of Fire,1
1981,4572,82418.0,Friday the 13th Part 2,2
1981,1707,83248.0,Umrao Jaan,3
1981,9049,81974.0,Absence of Malice,3
1981,8411,82951.0,The Prowler,3
1982,2251,84698.0,Smithereens,3
1982,4079,85809.0,Koyaanisqatsi,0
1982,7175,84777.0,Tenebre,2
1982,1696,85852.0,Liquid Sky,3
1982,1002,84827.0,TRON,0
1982,407,82198.0,Conan the Barbarian,1
1982,2298,83745.0,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",3
1982,1645,83866.0,E.T.: The Extra-Terrestrial,3
1982,234,83658.0,Blade Runner,1
1982,1881,83806.0,Deathtrap,3
1982,3078,83922.0,Fanny and Alexander,2
1982,896,84726.0,Star Trek: The Wrath of Khan,3
1982,4564,83762.0,Countryman,0
1982,3946,84481.0,Godard’s Passion,3
1982,1934,83929.0,Fast Times at Ridgemont High,2
1982,3105,84695.0,The Slumber Party Massacre,3
1982,1510,84649.0,The Secret of NIMH,3
1982,4406,83833.0,Diner,1
1982,2874,84805.0,Tootsie,1
1982,3342,83944.0,First Blood,0
1982,3618,83959.0,Forbidden World,3
1982,7414,82748.0,Mil gritos tiene la noche [Pieces],1
1982,7345,83629.0,The Beast Within,1
1982,6068,84503.0,Pink Floyd The Wall,0
1982,8117,84637.0,The Scarlet Pimpernel,2
1982,1226,84237.0,The Last Unicorn,3
1982,7348,4238858.0,The Fits,1
1982,851,83564.0,Annie,3
1982,4584,82045.0,Banana Joe,0
1982,7199,84745.0,Swamp Thing,2
1982,7557,84335.0,Missing,3
1982,4124,83642.0,The Best Little Whorehouse in Texas,3
1982,4573,83972.0,Friday the 13th Part III,3
1982,821,82639.0,"Ladies and Gentlemen, the Fabulous Stains",3
1982,6115,84234.0,The Last American Virgin,3
1982,8986,84783.0,Tex,2
1982,8165,82334.0,The Entity,3
1982,6497,83942.0,Finye (The Wind),3
1982,4005,84522.0,Porky’s,2
1982,1035,83791.0,The Dark Crystal,1
1982,8665,84865.0,Victor Victoria,3
1982,1861,84787.0,The Thing,0
1982,7244,84434.0,An Officer and a Gentleman,3
1982,1003,84707.0,Sophie’s Choice,3
1982,4844,83967.0,Frances,3
1982,5355,83511.0,48 Hrs.,2
1982,2241,83851.0,The Draughtsman's Contract,2
1982,4544,84516.0,Poltergeist,3
1982,2770,83722.0,Cat People,3
1982,6704,84855.0,The Verdict,1
1982,7107,84725.0,The State of Things,3
1982,6871,84602.0,Rocky III,0
1982,1896,85794.0,The King of Comedy,1
1982,3034,84021.0,Grease 2,3
1982,9356,84352.0,Monty Python Live at the Hollywood Bowl,1
1982,231,84589.0,Le Retour de Martin Guerre,3
1982,8115,83908.0,Evil Under the Sun,3
1983,7587,86619.0,Yentl,3
1983,3519,85859.0,Local Hero,1
1983,7243,85750.0,Jaws 3-D,3
1983,2387,86216.0,Rumble Fish,2
1983,5257,85672.0,Hercules,3
1983,6313,86034.0,Octopussy,2
1983,5427,85407.0,The Dead Zone,1
1983,1785,85701.0,The Hunger,3
1983,5945,85933.0,Merry Christmas Mr Lawrence,0
1983,5473,85334.0,A Christmas Story,1
1983,3972,85549.0,Flashdance,3
1983,1667,86465.0,Trading Places,1
1983,4585,85601.0,Go for It,0
1983,8326,86373.0,Strange Brew,1
1983,3672,85838.0,Lianna,3
1983,1105,85478.0,Educating Rita,3
1983,5321,86250.0,Scarface,1
1983,7531,86104.0,El pico,1
1983,442,86312.0,Silkwood,3
1983,4771,224005.0,Los renglones torcidos de Dios,3
1983,3376,85496.0,Dark Habits,3
1983,6791,86543.0,The 4th Man,1
1983,4449,86425.0,Terms of Endearment,3
1983,9130,86589.0,Suburbia,3
1983,9274,86200.0,Risky Business,3
1983,3644,85267.0,Born in Flames,3
1983,2599,85482.0,El Norte,3
1983,3892,86541.0,Videodrome,2
1983,7750,85382.0,Cujo,3
1983,6127,85936.0,Mickey’s Christmas Carol,1
1983,3685,86567.0,WarGames,1
1983,455,85333.0,Christine,1
1983,4448,86425.0,Terms of Endearment,1
1983,1822,86618.0,Yellowbeard,1
1983,8812,84904.0,Wild Style,3
1983,8029,85218.0,Barefoot Gen,3
1983,1793,84390.0,The Ballad of Narayama,3
1983,2255,85276.0,Breathless,0
1983,4622,85894.0,The Man With Two Brains,1
1983,4283,86393.0,Superman III,3
1983,6126,85811.0,Krull,1
1983,9376,87127.0,Deathstalker,1
1983,671,86190.0,Star Wars: Episode VI - Return of the Jedi,1
1983,7563,86066.0,The Outsiders,2
1983,6439,85959.0,The Meaning of Life,1
1983,7247,84358.0,Mortelle randonn&eacute;e,3
1983,8971,85231.0,The Best Christmas Pageant Ever,3
1984,1418,88247.0,The Terminator,3
1984,3868,89838.0,A Private Function,3
1984,8524,87803.0,Nineteen Eighty-Four,1
1984,6529,87344.0,Godzilla 1985,0
1984,4053,87781.0,The Natural,1
1984,7532,87981.0,Razorback,1
1984,1534,87182.0,Dune,3
1984,575,87928.0,Police Academy,3
1984,1048,87469.0,Indiana Jones and the Temple of Doom,0
1984,6703,88117.0,"Silent Night, Deadly Night",3
1984,4589,87814.0,Non ci resta che piangere,1
1984,4725,87892.0,A Passage to India,3
1984,5879,87050.0,Children of the Corn,3
1984,3357,86973.0,Blame It on Rio,3
1984,7492,86896.0,Angel,3
1984,6309,86927.0,Bachelor Party,3
1984,4157,88323.0,The Neverending Story,1
1984,6072,90192.0,Trancers,1
1984,3885,88161.0,Splash,1
1984,514,86992.0,The Bostonians,3
1984,4668,88286.0,Top Secret!,0
1984,2866,87644.0,Love Streams,3
1984,2765,86739.0,The Jewel in the Crown,3
1984,9327,87015.0,C.H.U.D.,2
1984,7404,86955.0,Best Defense,2
1984,376,87332.0,Ghostbusters,2
1984,5040,86984.0,Body Double,2
1984,406,87363.0,Gremlins,1
1984,4193,87957.0,Purple Rain,3
1984,5731,86979.0,Blood Simple.,1
1984,613,86879.0,Amadeus,3
1984,1848,86960.0,Beverly Hills Cop,0
1984,1582,88461.0,What Have I Done to Deserve This?,3
1984,2742,88146.0,A Soldier’s Story,0
1984,4182,87800.0,A nightmare on Elm Street,3
1984,570,87544.0,Kaze no tani no Naushika,3
1984,4355,87995.0,Repo Man,2
1984,5154,87298.0,Friday the 13th Part IV: The Final Chapter,3
1984,743,86856.0,The Adventures of Buckaroo Banzai Across the 8th Dimension,3
1984,1536,88258.0,This Is Spinal Tap,1
1984,4634,87755.0,The Muppets Take Manhattan,3
1984,1304,88170.0,Star Trek III: The Search for Spock,1
1984,7403,87451.0,The Ice Pirates,2
1984,4623,86837.0,2010,1
1984,3489,87799.0,Night of the Comet,3
1984,1430,87538.0,The Karate Kid,3
1984,5255,88075.0,Secret Places,3
1984,7530,87913.0,El pico 2,1
1984,9241,86873.0,All of Me,2
1984,413,87078.0,Conan the Destroyer,3
1984,5796,88172.0,Starman,0
1984,6523,87507.0,Johnny Dangerously,3
1984,6293,87843.0,Once Upon A Time In America,1
1984,5751,88000.0,Revenge of the Nerds,1
1984,1296,88128.0,Sixteen Candles,3
1984,4087,135033.0,Poison for the Fairies,3
1984,4633,87597.0,The Last Starfighter,3
1984,7402,87910.0,The Philadelphia Experiment,1
1984,4590,87951.0,Protocol,3
1984,9311,88001.0,Rhinestone,3
1984,7391,88040.0,Los santos inocentes,3
1984,813,87884.0,"Paris, Texas",1
1984,5761,86904.0,Another Country,0
1984,8875,87472.0,The Initiation,3
1984,2000,88206.0,Supergirl,3
1984,8748,88011.0,Romancing the Stone,3
1985,1789,90203.0,The Trip To Bountiful,3
1985,2576,88944.0,Commando,1
1985,8419,89308.0,Howling II: ... Your Sister Is a Werewolf,2
1985,1949,88814.0,The Black Cauldron,3
1985,1561,91867.0,A Room with a View,3
1985,149,88763.0,Back to the Future,2
1985,5297,89853.0,Purple Rose of Cairo,3
1985,7576,89206.0,Night on the Galactic Railroad,0
1985,486,89748.0,Otac na sluzbenom putu,3
1985,4550,88771.0,Barbarian Queen,3
1985,3416,90065.0,Starchaser: The Legend of Orin,1
1985,1187,90319.0,White Nights,1
1985,6792,89424.0,Kiss of the Spider Woman,2
1985,963,89960.0,Sans toi ni loi (Vagabond),3
1985,2894,89908.0,Return to Oz,3
1985,5627,90056.0,Spies Like Us,1
1985,5660,89470.0,The Legend of Billie Jean,3
1985,5563,89173.0,Friday the 13th: A New Beginning,3
1985,4893,87909.0,Phenomena,3
1985,752,89208.0,Girls Just Want to Have Fun,3
1985,418,89893.0,Red Sonja,3
1985,6155,89755.0,Out of Africa,3
1985,991,88939.0,The Color Purple,3
1985,3802,88993.0,Day of the Dead,0
1985,4949,91578.0,My Beautiful Laundrette,2
1985,1269,89457.0,Ladyhawke,0
1985,3001,89218.0,The Goonies,3
1985,9052,88167.0,Les specialistes,0
1985,3719,88915.0,A Chorus Line,3
1985,2343,89371.0,Mr Vampire (Geung si sin sang),1
1985,8007,5739786.0,La Negrita: the Miracle of Our Lady of Los Angeles,1
1985,402,89393.0,Just One of the Guys,3
1985,4945,89276.0,The Official Story,3
1985,602,88683.0,Agnes of God,3
1985,676,380761.0,Tomo yo shizukani nemure,2
1985,3741,90110.0,Sweet Dreams,3
1985,520,90305.0,Weird Science,3
1985,4480,89066.0,Detective,1
1985,6730,89869.0,The Quiet Earth,0
1985,8554,137226.0,The Treasure of Swamp Castle,2
1985,2613,90310.0,Wetherby,3
1985,7173,89153.0,Flesh+Blood,3
1985,6873,89927.0,Rocky IV,2
1985,1046,89886.0,Real Genius,1
1985,2531,88748.0,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),0
1985,9148,89461.0,The Last Dragon,3
1985,880,88846.0,Brazil,3
1985,1708,87433.0,Huang tudi (Yellow Earth),0
1985,5943,89175.0,Fright Night,2
1985,8924,89791.0,Pee-wee’s Big Adventure,1
1985,3666,89015.0,Desert Hearts,3
1985,2152,89092.0,Enemy Mine,0
1985,6840,89880.0,Rambo: First Blood Part II,0
1985,935,88727.0,Anne of Green Gables,3
1985,6165,91251.0,Come and See,0
1985,1500,87150.0,Dim Sum: A Little Bit of Heart,3
1985,576,89822.0,Police Academy 2: Their First Assignment,1
1985,3986,89469.0,Legend,3
1985,1408,88930.0,Clue,3
1985,6314,90264.0,A View to a Kill,1
1985,5632,90329.0,Witness,3
1985,6018,89686.0,A Nightmare on Elm Street 2: Freddy’s Revenge,3
1985,1654,89017.0,Desperately Seeking Susan,3
1985,6902,208502.0,Angel’s Egg,0
1985,8553,2292794.0,Bebukottak,0
1985,5467,90103.0,The Sure Thing,3
1985,3872,88680.0,After Hours,2
1985,2352,89881.0,Ran,1
1985,3320,88794.0,Better Off Dead,3
1985,1832,89155.0,Fletch,1
1985,4123,88885.0,The Care Bears Movie,3
1985,2302,89126.0,Fandango,0
1985,6853,89052.0,Dreamchild,3
1985,5795,92048.0,Tampopo,1
1985,7703,199849.0,Ninja Terminator,2
1985,5564,89885.0,Re-Animator,0
1985,8071,89108.0,Esperando la carroza,3
1985,203,88847.0,The Breakfast Club,3
1986,6021,90793.0,Captain EO,1
1986,9229,92133.0,Under the Cherry Moon,3
1986,211,91042.0,Ferris Bueller’s Day Off,3
1986,8123,91093.0,The Fugitives,0
1986,8286,91757.0,Pirates,0
1986,1835,91306.0,Jumpin’ Jack Flash,3
